,airline,departure_time,stops,class,duration,days_left,price
89477,Air_India,Early_Morning,one,Economy,5.5,28,4294
9054,Air_India,Morning,one,Economy,25.0,45,4161
51690,Indigo,Morning,one,Economy,7.83,44,4352
74206,Indigo,Evening,zero,Economy,1.5,29,2901
289386,Air_India,Early_Morning,one,Business,5.92,33,45185
251302,Air_India,Afternoon,one,Business,7.92,32,54684
240074,Vistara,Morning,one,Business,12.5,30,58125
261634,Air_India,Morning,one,Business,7.0,8,45012
287239,Vistara,Morning,one,Business,11.75,41,79349
231269,Vistara,Morning,one,Business,10.08,16,69168
248784,Vistara,Evening,one,Business,26.42,3,78316
272081,Air_India,Night,one,Business,14.0,39,52063
53782,Air_India,Morning,two_or_more,Economy,20.92,7,14766
1810,Air_India,Early_Morning,one,Economy,9.75,11,12255
172964,Air_India,Early_Morning,one,Economy,15.83,22,5209
271575,Vistara,Evening,one,Business,14.92,29,62255
171951,Air_India,Morning,one,Economy,24.83,13,12740
136920,Vistara,Evening,one,Economy,22.25,12,11675
92667,Indigo,Morning,one,Economy,5.92,43,4071
255219,Vistara,Early_Morning,one,Business,15.75,38,60508
104390,Indigo,Morning,one,Economy,6.25,14,8118
35270,Air_India,Morning,one,Economy,10.83,49,3855
194090,Air_India,Evening,one,Economy,26.42,5,18798
241525,Vistara,Evening,one,Business,14.17,2,71789
171955,Vistara,Afternoon,one,Economy,9.83,13,13954
185511,Vistara,Morning,one,Economy,12.67,36,8803
250288,Vistara,Early_Morning,one,Business,13.25,20,77196
210155,Vistara,Evening,one,Business,5.83,33,53164
13917,Air_India,Morning,zero,Economy,2.75,21,4427
6283,Air_India,Morning,one,Economy,23.92,32,3831
136491,Vistara,Evening,one,Economy,27.33,9,13773
36382,SpiceJet,Early_Morning,one,Economy,14.0,10,11909
16338,GO_FIRST,Evening,one,Economy,7.08,32,4205
287627,Air_India,Evening,zero,Business,2.83,2,31721
129032,GO_FIRST,Evening,one,Economy,9.58,12,11712
287634,Air_India,Early_Morning,one,Business,13.0,2,50822
56688,Indigo,Morning,one,Economy,6.42,23,6146
250689,Air_India,Night,one,Business,13.17,25,54684
78925,GO_FIRST,Early_Morning,zero,Economy,1.83,14,5942
270963,Vistara,Early_Morning,one,Business,15.75,17,52175
86427,GO_FIRST,Afternoon,one,Economy,9.92,14,7487
129742,Indigo,Morning,one,Economy,7.83,16,8012
289355,Vistara,Afternoon,one,Business,11.67,32,57920
282036,Vistara,Night,one,Business,23.33,33,38099
47070,Air_India,Afternoon,one,Economy,14.25,22,7088
114654,Air_India,Early_Morning,one,Economy,35.42,42,10090
241776,Vistara,Night,one,Business,18.42,6,61933
49577,AirAsia,Early_Morning,one,Economy,13.42,34,4855
174812,SpiceJet,Early_Morning,one,Economy,13.5,37,6390
87315,Air_India,Early_Morning,one,Economy,5.5,18,4294
266745,Vistara,Morning,one,Business,12.58,41,50271
52993,Indigo,Early_Morning,one,Economy,7.08,2,13781
198455,Air_India,Early_Morning,two_or_more,Economy,32.67,9,16344
256676,Air_India,Afternoon,one,Business,10.25,13,56476
82514,Air_India,Early_Morning,one,Economy,17.0,38,5535
148608,Air_India,Morning,one,Economy,8.58,8,14784
263547,Air_India,Morning,one,Business,8.83,42,42746
12038,Air_India,Evening,one,Economy,22.5,12,11100
106233,Air_India,Night,one,Economy,22.17,26,6583
80996,Indigo,Evening,one,Economy,4.92,28,4069
265562,Vistara,Early_Morning,one,Business,10.5,24,62591
127779,SpiceJet,Night,one,Economy,11.67,4,7958
180141,Air_India,Afternoon,one,Economy,16.92,45,4229
289413,Vistara,Early_Morning,one,Business,17.17,33,57920
295496,Air_India,Evening,one,Business,15.92,41,60260
261652,Vistara,Evening,one,Business,6.58,8,66063
176194,GO_FIRST,Night,one,Economy,9.5,48,5754
46990,Air_India,Early_Morning,one,Economy,5.83,22,4799
246596,Vistara,Afternoon,one,Business,11.92,24,48298
174140,GO_FIRST,Night,one,Economy,9.67,31,5754
163219,GO_FIRST,Early_Morning,one,Economy,4.58,34,3423
77827,Vistara,Early_Morning,two_or_more,Economy,16.42,5,15728
259770,Vistara,Morning,one,Business,13.58,21,44280
121216,AirAsia,Evening,two_or_more,Economy,13.17,13,5953
221444,Vistara,Morning,zero,Business,2.17,43,24056
219397,Vistara,Night,zero,Business,2.33,7,24056
221382,Vistara,Evening,one,Business,12.0,41,59537
19553,Indigo,Afternoon,one,Economy,8.42,47,4007
140280,Indigo,Morning,zero,Economy,2.75,35,3862
33539,Air_India,Early_Morning,one,Economy,14.83,37,5232
159154,Vistara,Evening,one,Economy,13.75,7,9178
39376,Air_India,Night,one,Economy,10.58,28,3306
16928,GO_FIRST,Early_Morning,one,Economy,6.17,35,4020
215643,Vistara,Evening,one,Business,15.08,46,50297
243245,Vistara,Afternoon,one,Business,8.08,26,61933
219715,Vistara,Evening,one,Business,12.83,12,53937
240184,Air_India,Evening,one,Business,5.58,32,45693
67890,Air_India,Evening,two_or_more,Economy,14.42,36,6807
232665,Vistara,Early_Morning,one,Business,12.33,32,62448
57967,Air_India,Afternoon,one,Economy,16.92,30,6082
240979,Vistara,Morning,one,Business,11.17,42,60365
77990,Indigo,Evening,one,Economy,6.58,7,8043
149886,Indigo,Afternoon,one,Economy,8.17,22,4908
61236,Indigo,Morning,one,Economy,8.58,48,2124
245267,Vistara,Morning,one,Business,11.17,7,79369
240573,Air_India,Early_Morning,one,Business,15.58,37,45693
41545,Vistara,Evening,one,Economy,16.83,40,5742
41459,Air_India,Evening,one,Economy,13.33,40,3988
224835,Vistara,Evening,one,Business,25.0,47,60232
231865,Air_India,Evening,one,Business,22.25,23,54608
222170,Air_India,Evening,one,Business,14.92,7,45257
203912,Indigo,Morning,zero,Economy,1.33,17,1551
27009,Indigo,Evening,one,Economy,5.67,40,3754
94512,Vistara,Morning,one,Economy,24.0,4,14734
270449,Air_India,Morning,one,Business,24.08,6,52063
111902,Indigo,Afternoon,one,Economy,4.67,21,3105
99314,Indigo,Evening,one,Economy,4.08,31,3153
249759,Vistara,Evening,one,Business,14.92,14,87136
78982,Air_India,Evening,one,Economy,17.67,14,9201
170558,Vistara,Night,one,Economy,21.67,48,5441
249356,Air_India,Evening,one,Business,19.0,10,54684
98844,Vistara,Early_Morning,one,Economy,10.67,28,6568
177711,Air_India,Early_Morning,one,Economy,12.5,19,4229
179450,Indigo,Night,zero,Economy,1.25,38,1788
186550,Air_India,Afternoon,one,Economy,21.33,43,3916
146073,Indigo,Morning,one,Economy,9.0,33,2436
87716,GO_FIRST,Early_Morning,one,Economy,10.17,20,3826
289568,Vistara,Night,one,Business,11.58,36,45600
59143,GO_FIRST,Morning,one,Economy,7.67,36,7293
14230,AirAsia,Early_Morning,one,Economy,6.75,23,3090
219416,Vistara,Night,one,Business,11.17,7,47329
183872,Vistara,Early_Morning,one,Economy,11.08,26,5206
74582,Air_India,Evening,one,Economy,24.33,31,4173
261058,Air_India,Afternoon,one,Business,10.25,45,60396
9003,SpiceJet,Evening,zero,Economy,2.33,45,2456
142597,Indigo,Night,one,Economy,11.25,2,16044
198331,Indigo,Morning,one,Economy,10.33,8,11893
154336,Vistara,Evening,one,Economy,19.67,18,6128
56414,GO_FIRST,Early_Morning,one,Economy,10.25,22,4081
283852,Vistara,Afternoon,one,Business,9.83,20,74981
163852,GO_FIRST,Afternoon,one,Economy,9.17,38,4165
241779,Vistara,Night,one,Business,23.33,6,61933
8482,Air_India,Night,one,Economy,10.33,42,5525
162832,Indigo,Evening,one,Economy,8.58,31,5454
105398,Indigo,Evening,one,Economy,6.33,21,3489
254303,Air_India,Early_Morning,one,Business,16.17,24,60508
55645,Indigo,Evening,one,Economy,5.67,18,4056
127145,Vistara,Morning,one,Economy,9.33,47,7145
166938,Vistara,Evening,two_or_more,Economy,5.67,16,6776
38521,Air_India,Early_Morning,one,Economy,23.33,23,3988
229223,Air_India,Morning,one,Business,14.17,42,50957
178739,Indigo,Afternoon,one,Economy,7.25,30,4453
261411,Vistara,Night,one,Business,20.33,4,66063
25248,GO_FIRST,Early_Morning,one,Economy,10.42,30,7540
277553,Air_India,Early_Morning,one,Business,14.08,7,51058
106309,Air_India,Afternoon,one,Economy,4.75,27,3597
142345,Indigo,Afternoon,one,Economy,5.42,48,9907
44654,GO_FIRST,Afternoon,one,Economy,10.83,11,5942
207549,Vistara,Evening,zero,Business,2.33,10,37944
105702,Air_India,Afternoon,one,Economy,16.83,23,4224
272745,Air_India,Evening,two_or_more,Business,12.33,5,60631
79760,Vistara,Early_Morning,two_or_more,Economy,10.0,19,7241
257824,Vistara,Evening,one,Business,26.08,31,56588
110187,Air_India,Night,one,Economy,22.33,6,13054
15325,Vistara,Afternoon,one,Economy,28.17,27,11835
146937,Indigo,Evening,one,Economy,6.0,40,4367
235181,Air_India,Early_Morning,one,Business,15.33,15,49725
50980,AirAsia,Night,one,Economy,7.17,41,2336
103551,Air_India,Evening,one,Economy,13.25,8,10429
117614,Vistara,Early_Morning,one,Economy,8.33,26,6510
15801,Vistara,Morning,one,Economy,22.42,30,3672
102767,AirAsia,Evening,one,Economy,11.75,1,5176
97487,Air_India,Evening,one,Economy,25.17,21,6191
143838,Indigo,Afternoon,one,Economy,7.33,14,10689
43936,Indigo,Afternoon,zero,Economy,2.17,7,6521
277356,Air_India,Morning,one,Business,8.67,4,45883
70048,Vistara,Morning,one,Economy,9.17,48,5949
166385,Indigo,Early_Morning,one,Economy,9.5,11,4836
249076,Air_India,Afternoon,one,Business,8.83,7,54684
234945,Vistara,Early_Morning,one,Business,11.58,12,57565
74179,Air_India,Morning,one,Economy,7.75,28,5977
121145,Vistara,Morning,one,Economy,11.5,12,13524
1826,Vistara,Evening,one,Economy,18.25,11,12990
266815,Vistara,Morning,one,Business,6.25,42,50271
9013,Vistara,Morning,zero,Economy,2.33,45,3100
50445,Air_India,Evening,one,Economy,28.0,38,5495
296298,Vistara,Evening,one,Business,26.42,10,57057
96445,AirAsia,Night,one,Economy,10.92,16,2203
31993,Vistara,Morning,one,Economy,22.33,26,5772
133511,AirAsia,Morning,one,Economy,14.92,38,3379
177170,Vistara,Afternoon,one,Economy,22.92,13,8641
207255,Vistara,Afternoon,one,Business,5.0,7,44081
114341,Vistara,Morning,one,Economy,23.33,40,5322
106227,GO_FIRST,Morning,one,Economy,9.33,26,6186
78776,Air_India,Early_Morning,one,Economy,14.33,12,17073
140651,Vistara,Early_Morning,two_or_more,Economy,12.33,37,6968
25037,Indigo,Early_Morning,one,Economy,6.83,29,6443
115408,Vistara,Early_Morning,one,Economy,10.0,48,6262
122092,Indigo,Evening,one,Economy,7.92,18,4276
293058,Vistara,Evening,one,Business,14.75,43,61873
206249,Vistara,Night,one,Economy,11.33,44,5483
43989,GO_FIRST,Early_Morning,two_or_more,Economy,14.25,7,12033
176448,Air_India,Morning,two_or_more,Economy,36.83,3,15368
22790,AirAsia,Morning,two_or_more,Economy,11.5,17,5275
155031,Vistara,Morning,one,Economy,11.25,23,6292
113839,Air_India,Evening,one,Economy,16.67,36,5780
210831,Vistara,Afternoon,one,Business,9.17,39,53164
250259,Vistara,Early_Morning,one,Business,11.08,20,62524
112647,Air_India,Afternoon,one,Economy,3.75,27,1977
267810,Vistara,Evening,one,Business,17.17,10,61023
292869,Vistara,Evening,one,Business,16.58,40,76545
67579,Air_India,Evening,one,Economy,15.0,35,4977
61453,Vistara,Morning,one,Economy,8.33,49,6450
234734,Vistara,Evening,one,Business,14.08,9,82205
56142,Air_India,Evening,one,Economy,22.25,20,6502
69196,Air_India,Evening,two_or_more,Economy,23.83,43,6240
225855,Vistara,Afternoon,one,Business,8.75,10,59021
57801,Vistara,Afternoon,one,Economy,6.42,29,6450
73544,AirAsia,Early_Morning,one,Economy,14.5,24,4995
83077,Air_India,Afternoon,one,Economy,21.08,42,4417
251817,Air_India,Early_Morning,one,Business,10.92,38,39623
50451,Air_India,Night,one,Economy,21.08,38,5690
252207,Air_India,Evening,one,Business,24.17,42,54684
22142,Air_India,Morning,one,Economy,23.83,13,13410
46300,Air_India,Early_Morning,zero,Economy,2.25,19,2464
107887,Vistara,Evening,one,Economy,24.25,37,8322
181625,GO_FIRST,Afternoon,one,Economy,11.08,12,7352
44067,GO_FIRST,Early_Morning,zero,Economy,2.17,8,5942
201008,Vistara,Morning,one,Economy,10.17,33,7081
56474,Vistara,Afternoon,one,Economy,8.0,22,6450
99240,Air_India,Early_Morning,one,Economy,15.08,30,6578
243673,Vistara,Early_Morning,one,Business,13.75,32,57453
88406,Air_India,Early_Morning,zero,Economy,2.75,23,4491
126847,Air_India,Afternoon,zero,Economy,2.5,46,3016
148004,Indigo,Afternoon,one,Economy,6.67,49,5332
275075,Vistara,Morning,one,Business,16.42,8,54451
23385,Air_India,Evening,one,Economy,17.17,20,5805
231234,Air_India,Night,one,Business,15.0,16,54608
43126,Indigo,Evening,zero,Economy,2.08,2,5943
202373,AirAsia,Night,one,Economy,9.5,47,2361
113856,Vistara,Early_Morning,one,Economy,10.0,36,6262
165859,Vistara,Morning,one,Economy,8.92,5,15508
184941,Air_India,Evening,one,Economy,5.17,33,3916
94232,Vistara,Morning,one,Economy,8.58,2,20509
229234,Vistara,Early_Morning,one,Business,5.67,42,53152
179667,Air_India,Morning,one,Economy,26.5,40,3813
298006,Air_India,Evening,one,Business,21.5,48,55377
144689,SpiceJet,Morning,one,Economy,3.67,21,6488
48733,Air_India,Morning,one,Economy,23.83,30,5156
242284,Air_India,Evening,one,Business,24.0,13,49613
158772,Air_India,Morning,one,Economy,21.75,4,7774
222115,Air_India,Early_Morning,one,Business,24.33,6,45257
7181,GO_FIRST,Afternoon,one,Economy,9.25,36,5323
152966,Air_India,Night,one,Economy,24.33,6,11856
153620,Vistara,Morning,one,Economy,12.17,12,10018
23838,Air_India,Early_Morning,one,Economy,14.17,22,7249
247229,Air_India,Early_Morning,one,Business,12.58,32,42521
275272,Vistara,Afternoon,one,Business,12.0,12,39555
195499,Air_India,Night,one,Economy,12.58,23,7148
29602,Vistara,Morning,zero,Economy,2.17,9,6690
261937,Vistara,Evening,one,Business,14.5,13,53743
218746,Air_India,Night,one,Business,11.08,44,57405
29332,Air_India,Evening,one,Economy,28.33,6,14460
249306,Vistara,Early_Morning,one,Business,14.25,9,69244
285092,Vistara,Evening,one,Business,15.92,44,51819
62605,Air_India,Night,one,Economy,21.67,8,11508
48328,Vistara,Early_Morning,one,Economy,5.67,28,6122
28238,Air_India,Morning,one,Economy,22.58,46,7366
92763,GO_FIRST,Morning,one,Economy,8.5,43,6994
272570,Vistara,Morning,one,Business,6.75,49,52175
293068,Vistara,Night,one,Business,14.08,43,64113
213043,Vistara,Afternoon,one,Business,6.42,15,54777
33636,Air_India,Evening,zero,Economy,2.08,38,3015
35634,AirAsia,Evening,two_or_more,Economy,15.75,4,7426
220447,Air_India,Early_Morning,one,Business,16.42,25,47408
195090,Indigo,Evening,zero,Economy,1.08,19,1654
193751,Indigo,Morning,one,Economy,10.92,49,1830
200085,Air_India,Night,one,Economy,18.17,24,6044
287130,Air_India,Early_Morning,one,Business,17.08,39,51595
229537,Vistara,Afternoon,one,Business,6.5,45,50565
148248,Vistara,Early_Morning,one,Economy,26.75,4,13728
73792,GO_FIRST,Early_Morning,one,Economy,13.08,26,3687
165035,Air_India,Evening,two_or_more,Economy,17.08,45,7496
19584,Vistara,Evening,zero,Economy,2.83,47,4501
238870,Vistara,Early_Morning,one,Business,16.42,14,53645
106786,Indigo,Morning,one,Economy,9.33,30,5178
210783,Air_India,Early_Morning,one,Business,10.92,39,39622
139094,GO_FIRST,Evening,one,Economy,10.25,27,4049
183704,Vistara,Afternoon,one,Economy,5.58,25,5206
21715,Air_India,Evening,one,Economy,27.42,11,12150
23132,AirAsia,Night,one,Economy,12.25,19,3175
80809,Indigo,Evening,zero,Economy,2.08,27,3000
72046,Vistara,Morning,one,Economy,11.17,14,10058
231154,Air_India,Night,one,Business,18.75,15,54608
22350,Vistara,Early_Morning,one,Economy,11.08,14,13830
17029,Vistara,Evening,one,Economy,12.83,35,4896
268976,Vistara,Night,one,Business,12.25,29,52287
279909,Air_India,Early_Morning,one,Business,15.08,43,45883
185548,Indigo,Night,one,Economy,5.67,37,3860
98639,Vistara,Early_Morning,one,Economy,7.0,27,6568
18503,Vistara,Afternoon,one,Economy,4.92,42,4496
59653,Vistara,Night,one,Economy,14.92,39,6450
199594,SpiceJet,Morning,one,Economy,11.58,20,4547
215859,Vistara,Evening,two_or_more,Business,21.08,1,116562
14941,AirAsia,Morning,one,Economy,14.08,26,3569
233775,Vistara,Early_Morning,one,Business,12.75,45,48213
212862,Air_India,Evening,one,Business,16.17,13,42457
134211,Vistara,Morning,one,Economy,8.08,41,8579
51650,AirAsia,Afternoon,one,Economy,14.25,44,2747
112359,Air_India,Morning,two_or_more,Economy,22.67,24,7263
25728,Air_India,Evening,one,Economy,18.58,33,4700
164423,GO_FIRST,Morning,one,Economy,9.75,41,5865
48111,GO_FIRST,Morning,one,Economy,8.0,27,5569
195467,Vistara,Morning,one,Economy,25.0,23,4656
42308,Indigo,Early_Morning,one,Economy,8.75,45,3389
102189,Air_India,Morning,one,Economy,11.17,46,6578
288327,Vistara,Night,one,Business,13.17,14,60160
222005,Vistara,Morning,one,Business,27.0,4,60232
188024,Air_India,Early_Morning,one,Economy,11.83,6,11567
124973,Vistara,Night,one,Economy,26.25,34,9353
265159,Vistara,Afternoon,one,Business,6.67,18,80511
152022,Air_India,Night,one,Economy,16.17,43,4969
132716,Vistara,Early_Morning,one,Economy,14.83,33,6067
95228,Air_India,Morning,one,Economy,14.08,9,9904
92523,Vistara,Morning,one,Economy,11.25,42,4796
132402,SpiceJet,Early_Morning,one,Economy,27.5,31,6729
65640,Vistara,Afternoon,two_or_more,Economy,7.42,24,9506
34516,Indigo,Early_Morning,one,Economy,10.25,44,3457
78307,Vistara,Early_Morning,one,Economy,16.75,9,11129
113826,Vistara,Morning,one,Economy,26.75,36,5322
205657,Indigo,Morning,one,Economy,5.25,38,2651
36913,Air_India,Evening,one,Economy,11.33,13,11520
265700,Air_India,Night,one,Business,23.5,26,50271
233350,Air_India,Morning,one,Business,10.08,40,54608
206494,Vistara,Afternoon,two_or_more,Economy,8.42,47,6032
164774,Vistara,Early_Morning,one,Economy,12.58,44,3471
143072,Air_India,Night,one,Economy,14.0,7,12054
128645,Indigo,Morning,one,Economy,5.08,10,10542
195432,AirAsia,Night,zero,Economy,1.17,23,1443
28821,Air_India,Night,zero,Economy,2.17,1,14145
49721,Air_India,Evening,zero,Economy,2.25,35,2779
154185,Vistara,Night,one,Economy,15.08,17,5892
152176,Vistara,Morning,two_or_more,Economy,33.67,44,15082
285016,Vistara,Night,one,Business,26.17,42,58394
64422,Vistara,Early_Morning,one,Economy,12.08,18,5949
243036,Vistara,Early_Morning,one,Business,8.83,23,64173
152086,Air_India,Evening,zero,Economy,2.42,44,2966
62841,Indigo,Night,zero,Economy,2.5,10,7413
72744,Vistara,Evening,one,Economy,24.17,19,4414
189040,Air_India,Early_Morning,one,Economy,11.83,14,9719
107051,Indigo,Afternoon,one,Economy,9.58,32,3393
184058,Air_India,Early_Morning,one,Economy,27.08,27,5601
176871,Vistara,Morning,one,Economy,11.75,8,18202
40652,SpiceJet,Evening,one,Economy,12.25,35,4942
94433,Indigo,Morning,one,Economy,7.25,4,8832
162926,Vistara,Evening,one,Economy,14.25,32,4436
237625,Air_India,Afternoon,one,Business,6.92,45,49725
270291,Vistara,Afternoon,one,Business,7.58,2,74575
21746,Vistara,Morning,one,Economy,8.0,11,13830
141493,Indigo,Morning,two_or_more,Economy,10.5,43,3860
87439,Vistara,Early_Morning,one,Economy,14.92,19,3346
37953,Vistara,Evening,zero,Economy,2.83,20,2300
80483,Air_India,Evening,two_or_more,Economy,14.33,24,7203
125222,Air_India,Afternoon,one,Economy,8.25,36,5467
94308,Vistara,Evening,one,Economy,17.75,3,11205
4540,Vistara,Afternoon,one,Economy,5.0,24,4968
119876,Air_India,Evening,one,Economy,18.08,2,22239
131349,Indigo,Early_Morning,one,Economy,9.5,25,7959
204112,Indigo,Evening,one,Economy,5.0,19,3491
218385,Vistara,Night,one,Business,20.17,39,53209
44156,Vistara,Afternoon,one,Economy,6.42,8,12138
31978,Vistara,Early_Morning,one,Economy,27.17,26,5761
241908,Air_India,Evening,one,Business,13.92,8,57554
176902,Indigo,Morning,zero,Economy,1.33,9,6658
115932,Air_India,Early_Morning,one,Economy,17.42,6,14524
51965,GO_FIRST,Morning,one,Economy,9.67,45,5970
227658,Air_India,Early_Morning,zero,Business,2.17,28,22140
28346,Air_India,Evening,one,Economy,28.25,47,4933
